,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state
380860,orange county,1930,apartment,750,1,1.0,1,0,1,0,0,0,laundry on site,carport,ca
104328,des moines,1100,apartment,1200,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ia
330590,richmond,740,apartment,775,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,va
219167,bismarck,970,apartment,935,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,nd
258610,williamsport,650,manufactured,840,2,1.0,0,0,0,0,0,0,w/d hookups,detached garage,pa
166783,gulfport / biloxi,805,apartment,1082,2,1.0,1,1,1,0,0,0,w/d hookups,,ms
258911,york,1020,apartment,695,1,1.0,1,1,1,0,0,0,,,pa
33708,delaware,1070,apartment,560,1,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,de
279091,memphis,475,apartment,650,2,1.0,1,1,1,1,0,0,w/d hookups,street parking,tn
51847,panama city,1393,apartment,973,2,2.0,1,1,1,0,0,0,w/d in unit,,fl
131495,maine,1200,house,1200,3,1.0,1,1,1,0,1,0,w/d in unit,attached garage,me
267776,greenville / upstate,739,apartment,608,1,1.0,1,1,1,0,0,0,w/d in unit,street parking,sc
61061,tallahassee,900,apartment,1090,2,1.0,1,1,1,0,0,0,,,fl
173891,billings,849,apartment,804,2,1.0,0,0,1,0,0,0,,,mt
212493,long island,1890,apartment,805,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ny
310088,san marcos,1299,apartment,940,2,1.5,0,0,1,0,0,0,,,tx
258180,state college,1450,apartment,970,2,1.0,1,1,1,0,0,0,,off-street parking,pa
359910,phoenix,1801,apartment,1360,3,2.0,1,1,0,0,0,0,w/d in unit,attached garage,az
232951,northern panhandle,1000,apartment,1400,3,1.0,0,0,1,0,0,0,w/d in unit,street parking,oh
188580,raleigh / durham / CH,1285,apartment,1130,2,2.0,1,1,0,0,0,0,w/d in unit,,nc
71115,atlanta,800,apartment,700,1,1.0,1,1,1,0,0,0,w/d hookups,street parking,ga
9636,stockton,1395,apartment,760,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca
249478,altoona-johnstown,879,townhouse,930,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,pa
225353,cincinnati,1295,house,1909,4,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,oh
59535,space coast,1385,apartment,1160,3,2.0,1,1,0,1,0,0,w/d in unit,,fl
359012,phoenix,795,apartment,491,0,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,az
7535,SF bay area,2200,condo,800,2,1.0,0,0,1,0,0,0,laundry on site,carport,ca
191500,winston-salem,725,apartment,684,1,1.0,0,0,1,0,0,0,,,nc
361186,sierra vista,750,apartment,763,2,2.0,1,1,1,0,0,0,laundry on site,,az
119553,bowling green,1027,apartment,1200,3,2.0,1,1,1,0,0,0,,,ky
190542,wilmington,1195,apartment,1080,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,nc
30145,new haven,935,condo,800,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,ct
125644,baton rouge,820,apartment,754,1,1.0,1,1,0,1,0,0,w/d in unit,off-street parking,la
222482,north dakota,935,apartment,1050,2,2.0,0,0,0,0,0,0,w/d in unit,detached garage,nd
365899,little rock,659,apartment,777,2,1.0,0,0,1,0,0,0,,,ar
375924,los angeles,2722,apartment,310,0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,ca
131030,frederick,1473,apartment,1073,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage,md
129597,new orleans,1200,house,1200,3,2.0,0,0,0,0,0,0,w/d in unit,off-street parking,la
203142,south jersey,1000,house,1497,3,1.5,1,1,1,0,0,0,,,nj
197160,las vegas,1199,apartment,836,1,1.0,0,0,1,0,0,0,,,nv
323412,fredericksburg,1162,apartment,926,2,2.0,1,1,1,0,0,0,w/d in unit,street parking,va
249951,rhode island,1250,apartment,740,1,1.0,1,1,0,0,0,0,laundry on site,off-street parking,ri
310486,san marcos,1182,apartment,960,2,2.0,1,1,1,0,0,0,w/d in unit,carport,tx
184309,greensboro,750,apartment,960,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,nc
255324,pittsburgh,1895,apartment,1122,2,1.0,1,1,0,0,0,0,w/d in unit,,pa
209184,buffalo,1200,apartment,796,2,1.0,1,0,0,0,0,0,w/d in unit,off-street parking,ny
90565,chicago,1300,duplex,1200,3,1.0,0,0,0,0,0,0,w/d hookups,detached garage,il
289337,austin,1165,apartment,630,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,tx
213025,new york city,3695,apartment,786,2,1.0,1,1,1,1,0,0,laundry in bldg,attached garage,ny
180988,fayetteville,921,apartment,924,2,1.0,1,1,1,0,0,0,w/d hookups,,nc
337199,seattle-tacoma,1350,apartment,381,0,1.0,1,1,0,1,0,0,w/d in unit,no parking,wa
368429,bakersfield,1250,apartment,1040,2,2.0,1,1,1,0,0,0,,,ca
105557,des moines,635,apartment,748,2,1.0,1,0,0,0,0,0,laundry in bldg,,ia
31244,"washington, DC",1510,apartment,501,0,1.0,0,0,1,1,0,0,laundry in bldg,attached garage,dc
59392,space coast,1190,condo,1934,4,2.0,1,1,1,0,0,0,,,fl
275437,clarksville,675,apartment,860,2,1.0,0,0,1,0,0,0,,,tn
266887,greenville / upstate,909,apartment,762,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,sc
271731,sioux falls / SE SD,674,apartment,875,2,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,sd
342954,madison,1500,house,1506,2,1.5,1,1,1,0,0,1,w/d in unit,off-street parking,wi
266296,greenville / upstate,650,house,1515,2,2.0,1,1,0,0,0,0,w/d hookups,off-street parking,sc
373573,inland empire,1050,townhouse,1200,2,2.0,0,0,1,0,0,0,w/d hookups,carport,ca
313985,wichita falls,790,apartment,878,1,1.5,1,1,1,0,0,0,w/d hookups,carport,tx
17386,boulder,1436,apartment,725,1,1.0,1,1,0,0,1,0,w/d in unit,detached garage,co
102086,muncie / anderson,600,apartment,1000,2,1.0,0,0,1,0,0,0,w/d hookups,carport,in
249665,rhode island,1310,apartment,740,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ri
67562,albany,650,apartment,1200,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,ga
203334,south jersey,1365,apartment,875,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,nj
309747,san marcos,0,apartment,1052,2,2.0,1,1,1,1,0,0,w/d in unit,,tx
224531,cincinnati,875,apartment,676,1,1.0,0,0,1,0,0,0,,,oh
131516,maine,466,apartment,750,2,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,me
859,reno / tahoe,1050,duplex,720,2,1.0,0,0,0,0,0,0,w/d hookups,detached garage,ca
328380,norfolk / hampton roads,1038,apartment,895,2,1.0,1,1,0,0,0,0,w/d hookups,,va
174675,missoula,688,apartment,606,1,1.0,0,0,1,0,0,0,laundry on site,attached garage,mt
235902,lawton,560,apartment,700,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ok
109221,omaha / council bluffs,740,apartment,950,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ia
331384,roanoke,900,apartment,2142,4,2.0,0,0,1,0,0,0,,,va
381896,orange county,1525,apartment,740,2,1.0,0,0,1,0,0,0,,,ca
116590,topeka,595,apartment,686,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ks
360283,phoenix,1815,apartment,1378,3,2.0,1,1,1,0,0,0,w/d in unit,detached garage,az
158178,southwest michigan,1000,house,1400,3,1.0,0,1,1,0,0,0,laundry on site,off-street parking,mi
232331,dayton / springfield,729,apartment,1000,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,oh
301696,killeen / temple / ft hood,1050,house,1000,2,2.0,0,0,1,0,0,1,w/d hookups,carport,tx
190400,wilmington,1200,duplex,1800,2,1.0,1,1,1,0,0,0,w/d hookups,street parking,nc
166905,gulfport / biloxi,777,apartment,750,1,1.0,0,0,1,0,0,0,,,ms
195597,lincoln,1210,apartment,1400,3,2.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ne
215465,rochester,2500,apartment,2800,5,2.0,0,0,1,0,0,0,w/d in unit,off-street parking,ny
224522,cincinnati,1624,apartment,1486,3,2.0,1,1,0,1,0,0,w/d in unit,,oh
26729,western slope,1250,house,1700,3,2.0,1,1,1,0,0,0,w/d in unit,detached garage,co
196273,las vegas,249,apartment,380,1,1.0,0,0,1,0,0,1,laundry on site,carport,nv
357916,flagstaff / sedona,1399,apartment,740,1,1.0,1,1,0,0,0,0,w/d in unit,carport,az
134873,baltimore,1013,townhouse,755,2,1.0,1,1,1,0,0,0,laundry on site,,md
104089,cedar rapids,725,apartment,725,2,1.0,0,0,0,0,0,0,no laundry on site,off-street parking,ia
294615,corpus christi,715,apartment,650,2,1.0,1,1,1,0,0,0,laundry on site,carport,tx
106570,dubuque,570,house,1399,2,1.0,1,1,1,0,0,0,w/d hookups,attached garage,ia
358153,flagstaff / sedona,900,house,825,1,1.0,0,0,0,0,0,1,w/d in unit,off-street parking,az
344972,milwaukee,3500,house,3051,6,3.0,1,1,0,0,0,0,w/d in unit,attached garage,wi
20003,colorado springs,1169,apartment,1109,3,2.0,1,1,1,0,0,0,,no parking,co
51340,panama city,1235,apartment,1269,2,2.0,1,1,0,0,0,0,w/d hookups,,fl
313168,victoria,934,apartment,751,1,1.0,1,1,1,0,0,0,w/d in unit,,tx
160094,minneapolis / st paul,1195,apartment,767,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,mn
258558,williamsport,410,apartment,750,1,1.0,0,0,0,0,0,0,w/d hookups,off-street parking,pa
271966,sioux falls / SE SD,790,apartment,927,2,1.0,1,1,1,0,0,0,laundry in bldg,,sd
132103,annapolis,1709,apartment,1014,2,2.0,1,1,1,0,0,0,w/d in unit,,md
28493,hartford,2000,house,2500,3,2.0,1,1,1,0,0,0,laundry in bldg,detached garage,ct
205881,albuquerque,685,apartment,600,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,nm
38159,ft myers / SW florida,1750,house,2055,4,2.0,0,0,0,0,0,0,w/d hookups,attached garage,fl
123395,louisville,949,apartment,870,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,ky
292028,college station,760,apartment,550,1,1.0,1,1,1,0,0,0,w/d in unit,,tx
305003,odessa / midland,1165,apartment,755,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,tx
313246,waco,560,apartment,769,1,1.0,1,1,1,0,0,0,laundry on site,,tx
337625,seattle-tacoma,1599,apartment,950,2,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,wa
152981,holland,1499,apartment,1294,2,2.0,1,1,1,1,0,0,w/d hookups,attached garage,mi
162531,rochester,1580,apartment,1862,3,2.5,1,1,1,0,0,0,,,mn
1653,sacramento,2012,apartment,851,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,ca
29998,new haven,1500,apartment,1100,1,1.0,0,0,0,0,0,0,w/d in unit,,ct
306571,odessa / midland,2089,apartment,1263,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,tx
274090,chattanooga,949,apartment,860,2,1.5,1,1,1,0,0,0,w/d hookups,carport,tn
308483,san antonio,750,apartment,750,2,1.0,0,0,1,0,0,0,,,tx
239855,tulsa,599,apartment,885,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,ok
150459,kalamazoo,700,apartment,900,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,mi
69065,atlanta,1030,apartment,1205,2,2.0,0,0,1,0,0,0,,,ga
324290,fredericksburg,1394,apartment,1385,4,2.0,0,0,1,0,0,0,,,va
246628,portland,1095,apartment,640,1,1.0,1,1,0,0,0,0,laundry on site,,or
266773,greenville / upstate,999,apartment,1300,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,sc
359476,bakersfield,1150,apartment,1400,4,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ca
57221,south florida,2100,apartment,750,2,2.0,0,0,1,0,0,1,,,fl
279745,memphis,1220,apartment,1250,3,2.0,1,1,1,0,0,0,,,tn
5547,san diego,1675,apartment,850,2,2.0,0,0,0,0,0,0,laundry on site,off-street parking,ca
249699,erie,512,house,1568,4,2.0,0,1,1,0,0,0,,attached garage,pa
191648,winston-salem,927,apartment,1024,1,1.0,1,1,1,0,0,0,w/d hookups,,nc
196598,las vegas,1137,apartment,836,1,1.0,1,1,0,0,0,0,,,nv
74335,columbus,599,apartment,896,1,1.0,1,1,0,1,0,1,w/d in unit,,ga
226307,cincinnati,2035,apartment,1519,3,2.0,1,1,1,0,0,0,w/d in unit,,oh
205268,albuquerque,799,apartment,950,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,nm
64505,tampa bay area,1500,house,1796,3,2.5,1,1,0,0,0,0,w/d in unit,attached garage,fl
104172,cedar rapids,925,apartment,1005,3,2.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ia
279590,memphis,727,apartment,874,1,1.0,0,0,1,0,0,0,,,tn
303884,mcallen / edinburg,1050,apartment,1200,3,2.0,1,1,1,0,0,0,w/d in unit,carport,tx
166568,gulfport / biloxi,725,apartment,782,1,1.0,1,1,1,0,0,0,w/d hookups,,ms
84929,spokane / coeur d'alene,985,apartment,1110,2,2.0,1,1,1,0,0,0,w/d in unit,carport,id
234843,toledo,990,apartment,920,2,1.0,1,1,1,0,0,0,laundry in bldg,attached garage,oh
233082,sandusky,700,condo,508,1,1.0,0,0,0,0,0,1,w/d in unit,carport,oh
263524,columbia,780,apartment,912,2,1.5,1,1,1,0,0,0,,,sc
52321,panama city,1190,apartment,960,1,1.0,1,1,1,0,0,0,w/d hookups,,fl
150951,grand rapids,805,apartment,750,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,mi
14016,ventura county,5405,house,3126,4,3.0,1,1,1,0,0,0,,,ca
248594,salem,1900,townhouse,1689,3,2.5,1,0,0,0,0,0,w/d in unit,attached garage,or
153762,kalamazoo,1185,loft,1011,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,mi
96739,"st louis, MO",1065,apartment,1114,3,2.0,1,1,1,0,0,0,laundry on site,,il
326038,lynchburg,605,apartment,900,2,1.0,0,0,1,0,0,0,,,va
228345,cleveland,675,apartment,680,1,1.0,0,0,0,1,0,0,laundry in bldg,,oh
185113,jacksonville,695,apartment,920,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,nc
46789,lakeland,985,apartment,935,1,1.0,1,1,1,1,0,0,laundry on site,,fl
165798,st cloud,1110,apartment,1149,2,2.0,1,1,0,0,0,0,w/d in unit,,mn
219742,bismarck,920,apartment,960,2,2.0,0,0,0,0,0,0,w/d in unit,detached garage,nd
298907,galveston,1099,apartment,1100,2,2.0,0,0,1,0,0,0,laundry in bldg,carport,tx
286576,amarillo,615,apartment,364,0,1.0,1,1,0,1,0,1,laundry on site,,tx
366393,little rock,690,apartment,945,2,2.0,0,0,1,0,0,0,w/d in unit,off-street parking,ar
380171,monterey bay,1879,apartment,659,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca
50326,orlando,1569,apartment,1034,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,fl
120066,lexington,930,apartment,924,2,2.0,0,0,1,0,0,0,,,ky
83639,boise,1995,house,2558,4,2.5,0,1,0,0,0,0,w/d hookups,attached garage,id
196366,las vegas,1232,apartment,1056,2,2.0,1,1,1,0,0,0,w/d in unit,carport,nv
203673,south jersey,1967,apartment,1214,2,2.0,1,1,1,0,0,0,w/d in unit,,nj
103535,cedar rapids,1295,townhouse,1275,2,2.5,1,1,0,0,0,0,w/d in unit,attached garage,ia
165312,st cloud,1145,apartment,982,2,2.0,1,1,1,0,0,0,,,mn
71591,augusta,909,apartment,675,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,ga
289482,beaumont / port arthur,925,apartment,724,1,1.0,1,1,0,1,0,0,laundry on site,off-street parking,tx
324881,fredericksburg,1345,townhouse,1309,3,2.5,1,1,1,0,0,0,laundry on site,off-street parking,va
198582,reno / tahoe,1675,apartment,1285,2,2.0,1,1,0,0,0,0,w/d in unit,attached garage,nv
343522,madison,1018,house,2278,4,3.0,0,0,1,0,0,0,,,wi
74264,columbus,599,apartment,896,1,1.0,1,1,0,1,0,1,w/d in unit,,ga
199331,central NJ,1745,apartment,1094,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,nj
32166,"washington, DC",1750,apartment,1096,3,2.0,0,0,1,0,0,0,,,dc
118170,wichita,395,apartment,400,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ks
108116,omaha / council bluffs,665,apartment,700,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ia
326920,norfolk / hampton roads,1180,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,va
110314,sioux city,995,apartment,953,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,ia
130757,shreveport,615,apartment,610,1,1.0,1,1,1,0,0,0,,,la
235971,northwest OK,760,apartment,836,1,1.0,1,1,1,0,0,0,,,ok
362084,tucson,589,apartment,890,2,2.0,0,0,1,0,0,1,laundry on site,off-street parking,az
54117,pensacola,850,apartment,900,2,1.0,1,1,1,0,0,0,w/d hookups,,fl
77416,northwest GA,1200,house,1600,3,2.0,0,1,0,0,0,0,w/d hookups,attached garage,ga
363237,tucson,1005,apartment,868,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,az
305308,odessa / midland,815,apartment,726,1,1.0,1,1,0,0,0,0,laundry on site,off-street parking,tx
214374,rochester,785,apartment,960,2,1.0,0,0,0,0,0,0,w/d hookups,off-street parking,ny
86616,spokane / coeur d'alene,825,apartment,690,1,1.0,1,1,0,0,0,0,w/d in unit,carport,id
38532,ft myers / SW florida,3500,house,1553,2,2.0,0,0,0,0,0,1,w/d in unit,attached garage,fl
156331,monroe,770,apartment,850,1,1.0,1,1,0,0,0,0,w/d in unit,,mi
406,reno / tahoe,1684,apartment,1002,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
170842,north mississippi,479,apartment,1150,2,2.5,1,1,1,0,0,0,laundry on site,off-street parking,ms
228262,cleveland,2700,house,1922,5,2.5,1,1,1,0,0,0,w/d in unit,detached garage,oh
83340,boise,539,apartment,1064,4,2.0,0,0,1,0,0,1,laundry on site,off-street parking,id
183175,greensboro,875,apartment,1097,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,nc
345655,milwaukee,2100,apartment,698,1,1.0,1,1,0,0,0,0,w/d in unit,attached garage,wi
36375,daytona beach,1050,apartment,907,1,1.0,1,1,1,0,0,0,,,fl
189232,wilmington,1400,house,1278,2,2.0,0,0,0,1,0,0,w/d hookups,off-street parking,nc
41426,gainesville,952,apartment,977,2,2.0,1,1,1,0,0,0,w/d hookups,,fl
164116,rochester,745,apartment,700,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,mn
104636,des moines,850,apartment,611,1,1.0,0,0,1,0,0,0,w/d in unit,attached garage,ia
27165,eastern CT,825,apartment,616,1,1.0,1,0,0,0,0,0,w/d in unit,off-street parking,ct
233226,toledo,610,house,1045,2,2.0,0,0,1,0,0,0,,,oh
94812,"st louis, MO",465,apartment,525,1,1.0,1,1,1,0,0,0,,,il
49231,orlando,1266,apartment,1100,2,2.0,0,0,1,0,0,0,,,fl
357545,flagstaff / sedona,1499,apartment,878,2,2.0,1,1,0,0,0,0,w/d in unit,carport,az
111482,"kansas city, MO",1621,apartment,1454,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,ks
262983,charleston,1505,apartment,1330,3,2.0,1,1,1,0,0,0,,,sc
58933,space coast,1429,apartment,857,1,1.0,0,0,1,0,0,0,,,fl
2548,sacramento,2121,apartment,860,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
50264,orlando,1209,apartment,1071,2,2.0,1,1,1,0,0,0,w/d in unit,street parking,fl
294867,dallas / fort worth,1900,apartment,800,1,1.0,0,0,1,0,0,1,w/d in unit,,tx
268833,hilton head,1468,apartment,1197,2,2.0,1,1,1,0,0,0,w/d in unit,no parking,sc
308402,san antonio,1309,house,1904,4,2.0,1,1,1,0,0,0,w/d hookups,attached garage,tx
328521,norfolk / hampton roads,1480,apartment,1045,2,2.0,1,1,1,1,0,1,w/d in unit,,va
149068,detroit metro,1359,apartment,1570,2,2.0,1,1,1,0,0,0,,,mi
22766,denver,2408,apartment,1353,2,2.0,1,1,1,0,0,0,,,co
310666,san marcos,1065,apartment,942,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,tx
291650,college station,710,apartment,925,2,1.0,1,1,0,0,0,0,laundry on site,off-street parking,tx
159583,mankato,1000,apartment,900,2,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,mn
328553,norfolk / hampton roads,1406,apartment,784,1,1.0,1,1,0,1,0,0,w/d in unit,off-street parking,va
317957,salt lake city,925,apartment,838,2,1.0,1,1,0,0,0,0,w/d hookups,carport,ut
381550,orange county,1650,apartment,716,1,1.0,1,0,1,0,0,0,laundry on site,carport,ca
80135,valdosta,936,apartment,1230,3,2.0,1,1,1,0,0,0,,,ga
195396,lincoln,1080,apartment,1393,3,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,ne
233202,toledo,1040,apartment,960,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,oh
332583,kennewick-pasco-richland,1625,house,1354,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,wa
298800,galveston,1126,apartment,975,2,1.0,1,1,1,0,0,0,laundry on site,carport,tx
315379,wichita falls,985,apartment,1118,2,2.0,1,1,0,0,0,0,,,tx
353839,montgomery,800,house,788,3,2.0,1,1,1,0,0,1,,,al
363211,tucson,731,apartment,600,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,az
56562,sarasota-bradenton,1190,apartment,1160,3,2.0,0,0,1,0,0,0,,,fl
44914,lakeland,1299,apartment,1000,2,2.0,1,1,1,0,0,0,laundry on site,,fl
342223,madison,955,apartment,675,1,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,wi
123178,louisville,775,apartment,866,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ky
312412,tyler / east TX,775,apartment,722,1,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,tx
136774,frederick,1950,townhouse,2212,3,4.0,1,1,0,0,0,0,w/d in unit,attached garage,md
256155,pittsburgh,1200,apartment,1400,4,1.0,0,0,0,0,0,0,no laundry on site,off-street parking,pa
262340,charleston,880,townhouse,728,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,sc
353868,montgomery,750,apartment,1200,3,2.0,1,1,1,0,0,0,w/d hookups,,al
238942,tulsa,997,apartment,1012,2,2.0,1,1,1,0,0,0,w/d hookups,,ok
109230,omaha / council bluffs,945,apartment,875,1,1.0,1,1,0,0,0,0,w/d in unit,attached garage,ia
104354,des moines,1005,apartment,1226,2,2.0,0,0,1,0,0,0,w/d in unit,,ia
126189,lafayette,1300,house,1600,3,2.0,1,1,1,0,0,0,,carport,la
268113,greenville / upstate,1067,apartment,1035,2,2.0,1,1,1,0,0,0,w/d hookups,,sc
370730,fresno / madera,1289,apartment,1100,3,2.0,1,1,1,0,0,0,laundry on site,carport,ca
356043,anchorage / mat-su,1025,apartment,800,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ak
111043,"kansas city, MO",600,apartment,480,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ks
203300,south jersey,1185,townhouse,1111,5,2.5,0,1,1,0,0,0,,,nj
272379,sioux falls / SE SD,850,house,1547,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,sd
74008,columbus,840,apartment,636,1,1.0,1,1,1,0,0,0,,,ga
217696,new hampshire,2000,apartment,980,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,nh
72964,augusta,959,apartment,742,1,1.0,1,1,1,0,0,0,,,ga
193556,lincoln,599,apartment,672,1,1.0,1,0,1,0,0,1,laundry in bldg,off-street parking,ne
57541,south florida,1470,apartment,1020,2,2.0,1,1,1,1,0,0,w/d in unit,off-street parking,fl
40302,gainesville,499,apartment,1388,4,4.0,0,0,1,0,0,0,,,fl
14354,ventura county,2295,townhouse,950,2,1.5,0,0,1,0,0,0,laundry in bldg,carport,ca
88318,champaign urbana,1175,apartment,649,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,il
120956,lake charles,910,apartment,950,2,2.0,1,1,1,0,0,0,w/d in unit,,la
31710,daytona beach,999,apartment,800,2,1.0,1,1,1,0,0,0,w/d in unit,,fl
220341,grand forks,795,apartment,1247,3,2.0,1,1,1,0,0,0,laundry in bldg,off-street parking,nd
138908,southern maryland,1080,apartment,321,0,1.0,1,1,1,0,0,0,laundry on site,,md
252297,lehigh valley,1045,apartment,630,2,1.0,1,0,1,0,0,0,laundry on site,street parking,pa
99723,indianapolis,895,apartment,969,2,1.5,1,1,1,0,0,0,laundry in bldg,off-street parking,in
21925,denver,1357,apartment,970,2,1.0,1,1,1,0,0,0,,,co
78153,savannah / hinesville,919,apartment,827,1,1.0,1,1,1,0,0,0,,no parking,ga
331898,southwest VA,875,apartment,1000,2,2.0,1,1,0,1,0,0,w/d in unit,,va
367719,bakersfield,895,apartment,756,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
30217,new haven,950,apartment,400,0,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ct
382150,orange county,1850,apartment,665,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,ca
250083,harrisburg,1385,apartment,1072,2,2.0,1,1,0,0,0,0,w/d in unit,,pa
130784,shreveport,740,apartment,895,2,1.0,1,1,1,0,0,0,w/d in unit,,la
